131	248	3	883681262
13	878	1	883670785
13	894	1	883670742
13	901	1	883670672
13	312	1	883670630
13	346	4	883670552
604	670	5	883668352
604	184	3	883668352
604	447	4	883668352
604	5	2	883668261
604	413	3	883668175
604	444	2	883668175
604	185	2	883668175
604	218	3	883668175
604	100	5	883668097
604	234	5	883668097
604	48	5	883667946
374	977	1	883628189
374	1049	1	883628021
374	424	1	883628021
374	952	2	883627906
374	1093	2	883627582
46	151	4	883616218
46	7	4	883616155
46	1024	5	883614766
46	305	5	883614766
46	748	5	883614645
46	245	3	883614625
44	228	5	883613334
44	380	4	883613334
44	229	3	883613334
44	412	1	883613298
44	631	1	883613297
44	298	2	883612726
44	294	4	883612356
44	313	4	883612268
46	538	3	883611513
46	286	5	883611352
46	288	2	883611307
46	294	2	883611307
46	690	5	883611274
80	886	4	883605238
6	86	3	883603013
6	28	2	883603013
6	168	4	883602865
6	425	3	883602865
6	203	3	883602864
6	478	4	883602762
6	501	5	883602730
6	485	5	883602664
6	502	4	883602664
6	170	4	883602574
6	423	3	883602501
6	173	5	883602462
6	466	4	883602422
6	132	5	883602422
6	195	4	883602283
6	87	4	883602174
6	317	3	883602174
66	763	4	883602094
66	280	4	883602044
66	405	3	883601990
66	284	3	883601812
66	117	3	883601787
6	493	5	883601713
6	432	4	883601713
6	59	5	883601713
66	24	3	883601582
6	523	5	883601528
6	522	5	883601500
66	295	3	883601456
6	70	3	883601427
6	488	5	883601426
6	166	4	883601426
6	185	5	883601393
6	495	4	883601366
6	464	2	883601365
6	189	3	883601365
6	519	5	883601365
6	490	5	883601365
6	23	4	883601365
66	237	4	883601355
6	183	4	883601311
6	180	4	883601311
6	32	4	883601311
66	471	5	883601296
6	500	4	883601277
6	56	4	883601277
6	204	3	883601277
6	474	5	883601277
6	69	3	883601277
66	282	3	883601266
66	9	4	883601265
6	482	4	883601203
6	197	5	883601203
6	512	4	883601155
6	469	5	883601155
66	286	1	883601089
6	492	5	883601089
6	498	4	883601053
6	12	4	883601053
6	513	4	883600913
6	89	4	883600842
6	136	5	883600842
6	165	5	883600747
6	223	4	883600747
6	531	4	883600747
6	514	5	883600657
6	405	1	883600066
6	535	2	883600030
6	294	2	883599938
6	533	4	883599830
6	125	3	883599670
6	284	2	883599590
6	471	2	883599558
6	508	3	883599530
6	477	1	883599509
6	246	3	883599509
6	221	4	883599431
6	285	3	883599431
6	13	2	883599400
6	536	4	883599400
6	534	4	883599354
6	14	5	883599249
6	459	2	883599228
6	9	4	883599205
509	50	5	883591878
509	892	1	883591489
509	343	3	883591319
509	338	3	883591319
509	271	4	883591195
509	326	4	883591043
509	289	2	883590972
509	294	2	883590972
509	319	2	883590913
509	690	3	883590676
509	309	2	883590609
509	288	5	883590443
509	268	2	883590443
711	1466	4	883589693
209	688	1	883589626
711	1024	5	883589512
533	292	4	883583127
533	1161	3	883583033
238	1258	1	883576666
238	252	3	883576644
238	1190	3	883576603
238	118	3	883576509
238	756	3	883576476
238	121	4	883576443
238	405	4	883576424
238	298	5	883576398
238	181	3	883576336
238	257	4	883576261
238	301	3	883575855
238	300	4	883575836
238	286	5	883575683
671	23	4	883547351
671	233	4	883547351
671	684	3	883546890
671	55	3	883546890
671	123	5	883546677
671	79	2	883546120
596	123	2	883539767
596	276	3	883539431
596	222	3	883539402
596	328	5	883539103
596	289	3	883539079
596	895	3	883539049
596	300	4	883539011
596	323	4	883538965
596	288	4	883538847
596	313	5	883538815
465	404	2	883532120
465	281	2	883532120
487	218	2	883531507
465	202	4	883531487
465	705	4	883531444
465	855	4	883531444
465	98	4	883531409
487	128	5	883531333
465	584	3	883531325
465	357	4	883531325
465	132	4	883531325
465	478	4	883531246
465	651	3	883531155
465	28	3	883531110
487	140	3	883531085
487	4	4	883531003
487	206	4	883531003
465	8	4	883530991
487	70	3	883530929
487	772	3	883530885
487	133	4	883530865
487	550	3	883530841
465	151	3	883530818
487	77	3	883530814
465	127	4	883530667
487	216	4	883530484
487	385	4	883530454
487	172	4	883530409
465	408	5	883530391
465	114	4	883530190
465	528	3	883530190
465	12	4	883530088
465	1	4	883530054
465	175	5	883530054
465	87	4	883530054
465	300	3	883529601
487	431	3	883529593
487	746	4	883529540
465	258	5	883529482
487	392	4	883529363
487	318	3	883528237
185	528	4	883526268
185	237	4	883526268
185	216	4	883526268
185	258	4	883526267
185	279	4	883525255
185	276	4	883524475
185	197	5	883524428
185	28	5	883524428
185	269	5	883524428
185	514	5	883524428
185	9	4	883524396
185	275	4	883524320
185	205	3	883524320
185	47	4	883524249
185	223	4	883524249
185	23	4	883524249
185	939	3	883524249
185	239	3	883524206
185	1020	4	883524172
185	703	4	883524172
185	196	4	883524172
705	196	4	883518903
894	343	2	883518895
894	898	4	883518875
894	750	4	883518875
894	313	4	883518874
705	83	4	883518834
758	750	2	883518021
149	338	2	883512904
149	1295	3	883512813
149	245	3	883512813
149	301	3	883512813
149	1296	3	883512752
149	300	3	883512715
149	268	4	883512715
149	896	4	883512689
149	310	2	883512689
149	346	4	883512658
149	305	4	883512658
149	308	2	883512658
149	262	1	883512623
149	272	3	883512591
149	286	5	883512591
149	333	1	883512591
443	323	2	883504866
443	260	1	883504818
443	678	2	883504818
443	245	3	883504796
443	343	5	883504771
443	358	1	883504748
443	340	5	883504748
443	294	5	883504593
443	327	4	883504593
443	307	3	883504564
51	172	5	883498936
51	134	2	883498844
51	50	5	883498685
51	479	3	883498655
891	934	3	883489806
891	595	3	883489668
891	405	3	883489646
891	1028	3	883489521
891	978	4	883489282
891	546	3	883489282
209	766	4	883460644
84	385	4	883453797
84	543	5	883453713
84	486	5	883453664
84	95	4	883453642
84	317	3	883453587
84	87	5	883453587
84	12	5	883452874
84	756	3	883452765
84	823	3	883452672
84	1040	3	883452630
84	546	3	883452462
84	25	3	883452462
84	148	4	883452274
84	685	3	883452274
84	597	3	883452200
84	866	4	883452174
84	7	4	883452155
84	628	3	883450434
84	64	5	883450066
84	222	4	883450020
84	744	4	883449965
84	276	4	883449944
