437	496	4	880140662
378	720	2	880056798
303	842	2	879484804
870	527	5	875679687
276	184	4	874792547
484	235	2	881450160
297	154	5	875239658
272	772	2	879455220
579	523	3	880951740
373	747	4	877104048
779	125	4	875996809
854	1061	1	882813421
86	304	3	879570149
450	627	3	882396489
715	1047	3	875962500
22	430	4	878886607
188	173	5	875075118
291	128	4	874835062
416	106	3	876697913
797	748	1	879439105
13	261	1	883670785
529	332	4	882535049
671	591	3	883546333
95	286	5	879193353
13	414	5	882141458
330	470	5	876546267
66	742	5	883601388
678	515	4	879544782
758	431	3	881977309
749	1133	2	878850084
385	496	2	879441538
62	433	5	879375588
839	129	4	875751893
486	1093	4	879874692
555	269	5	879962096
92	364	3	875907702
152	161	5	882476363
301	273	1	882074800
212	382	5	879303929
10	655	5	877891904
279	1271	4	875659999
72	96	5	880037203
315	163	3	879821158
87	789	3	879876610
227	1011	4	879035834
798	243	4	875295566
501	928	3	883347773
880	783	1	880175187
128	132	3	879966785
1	211	3	878541970
268	260	3	876513643
886	506	4	876032308
662	286	3	880569465
13	821	3	882141393
279	702	4	875309760
760	71	4	875668080
535	707	4	879618809
379	216	4	880525926
875	334	4	876464800
553	89	5	879948386
921	1051	3	879380433
691	692	5	875543153
621	578	5	874964604
748	174	5	879454405
476	585	1	883365336
476	1118	3	883364392
342	236	3	875318536
804	616	3	879442984
297	268	4	881707737
28	217	3	881961671
527	60	4	879456132
479	523	4	879460894
870	1221	3	881001249
109	50	5	880563331
85	389	3	882995832
128	378	5	879967804
130	403	5	876251922
622	165	5	882591938
894	242	4	879896041
503	451	4	880383425
336	577	1	877757396
373	117	4	877098599
178	31	4	882827083
270	159	4	876956233
21	596	3	874951617
373	165	5	877100354
468	127	4	875280126
267	239	4	878972873
632	367	2	879459544
346	640	3	874947923
494	9	2	879541404
5	99	3	875721216
268	385	3	875310206
897	864	4	879993772
291	924	4	874833962
901	63	5	877131307
758	505	5	881979012
463	591	4	877385590
913	164	2	880826620
67	1047	3	875379750
119	827	3	874775815
137	300	5	881432524
299	240	2	877878414
350	183	3	882347465
795	219	3	883252104
48	496	5	879434791
765	971	4	880346911
536	10	4	882318772
557	180	5	881179653
553	490	4	879949073
608	1221	2	880406800
18	863	3	880130680
299	129	4	877877733
843	82	3	879444801
145	563	3	877343280
268	178	4	876518557
109	233	4	880578502
429	409	2	882386751
442	318	4	883391046
764	9	4	876242649
570	340	3	881262145
817	118	3	874815947
323	210	4	878739878
22	510	5	878887765
194	50	3	879521396
798	88	4	875743642
355	307	4	879486422
862	61	5	879304244
455	275	4	878585826
666	200	5	880568465
894	148	3	880416137
301	232	4	882078287
637	323	1	882899182
543	89	4	877545605
552	300	4	879220610
69	256	5	882126156
557	58	4	880555684
18	284	3	880131804
195	1013	3	877156636
68	258	5	876973692
22	568	4	878887810
429	241	3	882385934
31	302	4	881547719
765	127	5	880346722
244	1041	4	880608788
95	28	4	879197603
921	274	4	879379971
230	491	3	880484975
593	58	4	875671579
566	1437	2	881651434
399	179	3	882344406
487	121	4	883444832
749	328	4	878846422
750	286	4	879445755
456	505	4	881373473
483	144	2	878954228
705	416	3	883427716
889	190	3	880177994
92	174	5	875654189
274	924	3	878945918
771	114	4	880659539
450	197	5	882374059
554	15	4	876231964
256	1210	5	882164999
128	815	3	879968827
568	1125	4	877907281
62	4	4	879374640
902	187	3	879465834
653	15	3	878854383
881	1028	3	876537056
291	941	4	874868284
577	82	4	880474433
798	998	3	875915317
244	697	4	880607335
627	740	1	879530501
479	739	1	879461932
486	936	3	879874629
314	763	5	877886706
406	624	5	879793112
552	620	3	879222738
18	190	4	880130155
158	100	5	880132401
621	584	5	874965094
379	50	4	880525400
398	367	3	875717020
303	387	5	879485401
23	357	3	874785233
592	844	4	882608021
886	367	4	876031622
178	164	3	882827288
279	547	1	875295812
103	234	3	880420353
855	170	2	879825383
